,book_id,elo,original_title
9491,13722526,1642.8882385180366,Paganinikontraktet
1308,9439303,1642.7398792853683,Life
279,11614718,1642.677866797999,Delirium
7117,228992,1642.5370252691282,The White Gold Wielder
1241,17262100,1642.360651742837,The Lowland
8174,4830,1642.2512592596636,Shalimar the Clown
3156,6348045,1641.665058277387,Halt's Peril
624,5166,1641.6483502581102,Midwives
1815,13055592,1641.285162947482,Redshirts
3153,2836109,1641.048988597781,Erak's Ransom
6641,13490570,1640.852268238946,Clockworks
9213,98687,1640.4064189333897,Call Me by Your Name
3727,44170,1640.2405745186775,The Looking Glass Wars
4444,24779,1640.2053488371323,The Castle of Llyr
1736,23174274,1639.7355208207837,Glass Sword
4507,15096,1639.558471396727,Five Quarters of the Orange
9945,3559,1639.426032012478,From Beirut to Jerusalem
7279,12444297,1639.383900506721,Burned
8579,22929741,1639.105797286647,The Argonauts
3565,14316,1638.6861186784092,Black Swan Green
2864,47558,1638.2760550956436,The Gashlycrumb Tinies
5112,6120349,1638.2486515611733,Head Games 
1030,4631,1638.1303130860886,A Moveable Feast
1594,318431,1638.0889891092058,Long Walk to Freedom: The Autobiography of Nelson Mandela
1000,15797938,1637.9327183446737,Het diner
8600,16248196,1637.7956944740401,Die Kunst des klaren Denkens
2692,77711,1637.7645511914843,A Fire Upon The Deep
2768,15994634,1637.1910672259196,Z: A Novel of Zelda Fitzgerald
6574,79428,1636.8853847990417,The Abolition of Man
6721,10596724,1636.4851303064054,Horde
4380,28763485,1636.126598384811,The Sun Is Also a Star
299,39999,1636.0905598400636,The Boy in the Striped Pyjamas
677,18293427,1635.8697820776492,The Storied Life of A.J. Fikry
6677,35233,1635.825743029353,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)"
9113,132314,1635.2353044459412,The Complete Tales and Poems of Edgar Allan Poe
5447,19661,1635.0787068259758,Family Matters
2334,29405093,1634.6654528825488,The Girl with the Lower Back Tattoo
603,68783,1634.5471149161795,"Girl, Interrupted"
2722,26109394,1634.3856426786444,Fool Me Once
604,40173,1634.3031882521516,"Are You There, Vodka? It's Me, Chelsea"
2462,12432220,1634.3017945996212,The False Prince
5507,3581,1634.3007323717395,"Sherlock Holmes: The Complete Novels and Stories, Volume I"
2626,6260997,1633.9680613562962,Half the Sky: Turning Oppression into Opportunity for Women Worldwide
570,15925,1633.5140786418158,The Guardian
2034,7857195,1633.2720128751303,Squirrel Seeks Chipmunk: A Modest Bestiary
7351,138872,1633.1213050433503,Follow the River
2779,1814843,1632.875997789928,The Siege of Macindaw
3246,3977,1632.7427091718869,Endymion
2578,178357,1632.5675535076346,SantaLand Diaries
3977,41810,1632.4485291899018,The Robots of Dawn
1897,17855756,1632.038981082724,Dust
551,3462,1631.7016845894632,The Rescue
2718,1524173,1631.0798181450878,The Sorcerer in the North
312,13158800,1630.4149528973585,The Light Between Oceans
4411,7099273,1629.6975522240618,"The Other Wes Moore: One Name, Two Fates"
7392,30334,1629.672479323694,Hawksong
3435,20898019,1629.4983490308186,"Ms. Marvel, Vol. 1: No Normal"
1443,38501,1629.4702838482308,Ham on Rye
8503,231560,1629.3347875864397,???? ????
9070,473623,1628.500012628332,The Folk of Faraway Tree
7415,76527,1628.3133108683032,"The Life and Opinions of Tristram Shandy, Gentleman"
3098,45252,1627.9992471375378,Pandora's Star
7067,929782,1627.954784671247,Martin Eden
2590,743599,1627.7955517437213,Beyond the Highland Mist
2312,19103097,1627.7535718389681,The Magician's Land
1503,144350,1627.7031288315425,"The Battle for Skandia (Ranger's Apprentice, #4)"
1882,166997,1627.305784961684,Stoner
6700,7968,1627.1862684072082,"Red Prophet (Tales of Alvin Maker, #2)"
1921,32421,1627.177429170632,Velocity
7524,7189177,1627.1404951866418,Spider Bones
4028,16240761,1627.0891034675592,The Son
5384,16059,1626.7094689346388,The Dive From Clausen's Pier
8032,21025,1626.5847946453114,The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients
4425,5933841,1626.498224425568,Inherent Vice
448,676924,1626.1628508626177,Betrayed: a House of Night Novel
6981,64401,1626.155008694666,Another Fine Myth
1737,5310515,1625.9624794845765,When You Reach Me
5400,22358,1625.9352713915516,We3
990,8909152,1625.930007703954,Attachments
1085,30281,1625.9280830543519,Guilty Pleasures
2946,23454,1625.8206816596753,
1052,5093,1625.6421143395542,Song of Susannah
6147,106128,1625.4844595978375,Break No Bones
5391,5872,1625.3697735580367,Regeneration
1196,13615258,1624.98988348643,Free Four: Tobias Tells the Divergent Story
330,10916,1624.728299799231,The Pact
7984,20995,1624.677366326004,Art of Seduction
7121,9489502,1624.0497771669168,Cold Vengance
6321,7073,1624.035780918307,A Son of the Circus
9663,179174,1624.0048753971075,Le secret de la Licorne
4245,22698568,1623.9324698280714,The Invasion of the Tearling
5054,99245,1623.8900838731981,Nightfall
7172,102030,1623.5966305443385,???? Miyamoto Musashi
6652,30036,1623.564866122765,Elric of Melniboné
6960,2142,1623.127392115168,Blink
6696,31314,1623.0996160174855,Barnyard Dance
4013,3562,1622.8784701597622,Emily of New Moon
5870,3094593,1622.8311734354384,The Pagan Stone
1667,23437156,1622.772281939853,Six of Crows
3068,38315,1622.5189047681786,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets
6224,584637,1622.2694993230136,Utilitarianism
4749,7981456,1622.1865609824752,A Long Walk to Water
5315,125926,1621.9412157593838,Dime Store Magic
5397,167010,1621.817899031924,"Fables, Volume 2: Animal Farm"
6824,295132,1621.6262791867312,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life
7268,672948,1621.517032550603,Arc de Triomphe
3160,11737271,1621.3798297312255,Stay Close
1617,95617,1621.3197952442667,A Voice in the Wind
7154,3447,1620.9026999559378,In the Lake of the Woods
168,6400090,1620.6027516977156,The Last Song
4712,16431,1620.1269311936692,
920,18460392,1620.1186049567636,All the Bright Places
8662,16164271,1620.048847583924,"Locke & Key, Vol. 6: Alpha & Omega"
7498,120461,1619.8169680960202,Oscar et la dame rose
6219,835623,1619.3357979625569,How the Mind Works
7216,13618,1619.272898620872,????? #3 (Desu N?to) Gekis? (??)
3174,2029927,1619.2519062354809,Odd Hours
2833,11366,1618.8932976593026,The Guns of August
111,15507958,1618.8417248532048,Me Before You
7638,192510,1618.800871791077,Meu Pé de Laranja Lima
7069,1632833,1618.3950151690747,"Lords of the Bow (Conqueror, #2)"
7892,14014,1618.2703703650209,Arrow's Fall
4957,10909804,1618.2584075494074,Just My Type: A Book About Fonts
3373,16434,1618.0269924602796,The Taking
5770,21722,1617.801964598983,Faithless
5509,77281,1617.7820797184527,The Far Side Gallery
6054,91203,1617.6261630201568,Drei Kameraden
3357,841628,1617.2834377908205,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)"
5599,2195309,1617.012270310502,The Hollow
3494,84699,1616.5316060112655,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time"
4762,58314,1616.5191705340935,Les Particules élémentaires
8688,2449962,1615.9494407189059,Twenty Wishes
3777,24422492,1615.7238653444329,
7079,32426,1615.4529207726505,Prison of Ice 
9066,12458287,1615.2013584431277,
1902,13324841,1614.9240187736234,"Son (The Giver, #4)"
3347,153540,1614.471065381495,The Little House
1912,9301,1614.3791844918642,Rachel's Holiday
3721,25242224,1614.1316250712407,Storia della bambina perduta
2746,15055,1613.7846773170663,Oranges Are Not the Only Fruit
2735,7048800,1613.2992125268427,The Particular Sadness of Lemon Cake
9672,836607,1613.1185608660016,????????? 3
2009,42603,1613.096674932493,Black Like Me
9310,60080,1612.5540639027492,Grundlegung zur Metaphysik der Sitten
4272,672875,1612.436269083322,Le Morte d'Arthur
4308,159760,1612.1101552480723,Reviving Ophelia: Saving the Selves of Adolescent Girls
9781,13431827,1612.033902897462,
8691,15050,1612.0230993873306,Sexing the Cherry
6915,18869970,1611.882453515939,My Cousin Rachel
4559,3764,1611.2919944681057,"From Russia, with Love"
8423,2637138,1611.2301130825037,Welcome to the Jungle
1329,170548,1610.8470121383748,Don't Sweat the Small Stuff
7797,70912,1610.7489884150773,The Dice Man
8432,3872,1610.6879899312678,A History of the World in 6 Glasses
8964,58033,1610.3579314474157,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)"
5836,16280678,1610.0744435643255,Shattered
3769,23395680,1610.0418611870225,Illuminae
5623,52415,1609.7927045386803,Den femte kvinnan
2046,40493,1609.7224337672794,The Valley of Horses
7007,14295,1609.51085862578,Pastoralia
5067,210404,1609.2712918184661,A Sand County Almanac
4744,18966322,1609.2042181642205,Mitosis
5232,22674105,1609.104318759391,China Rich Girlfriend
8098,14358,1608.9289766206123,"A Ring of Endless Light (Austin Family, #4)"
4585,3832,1608.678100471954,Cover Her Face
2394,24378015,1608.4592796905717,Never Never
7619,212525,1607.762452171117,Ethan Frome and Other Short Fiction
8187,52783,1607.2744660802982,Henderson the Rain King
5910,50618,1606.9457087682579,The Book of Illusions
4650,16071748,1606.7968380999152,Hunted
2434,9888775,1606.604113954484,Catching Jordan
3763,4645,1606.457347024609,The Snows of Kilimanjaro and Other Stories
6808,206236,1606.3350165142717,The Power of the Dog
3996,6697,1606.2563208244594,Little Altars Everywhere
20,2,1606.180643152784,Harry Potter and the Order of the Phoenix
2405,49824,1606.1564682418107,The Mammoth Hunters
3366,113138,1605.8905655918338,The Winner
16,6148028,1605.8007014909042,Catching Fire
2386,71776,1605.7969809752094,At Home in Mitford (Mitford Years #1)
9290,145397,1605.734414563908,Me: Stories of My Life
2964,74389,1605.6107835562652,The Plains of Passage
2619,6667,1605.2888483972042,Boy: Tales of Childhood
1483,77565,1605.2172558076784,The Fall of Hyperion
24,136251,1604.9936757384326,Harry Potter and the Deathly Hallows
48,49041,1604.529782897625,"New Moon (Twilight, #2)"
2700,26582,1604.4697917997553,The Claiming of Sleeping Beauty
5968,80630,1604.4429421032205,Turning Angel
6456,1055617,1604.3082110461703,The Miracle of Forgiveness
7812,6488483,1604.2368466653402,The Walking Dead Volume 11
5946,6820,1604.079871012101,number9dream
6443,13619,1603.9546109891332,????? #2 (Desu N?to) G?ry? (??)
6908,103159,1603.8925540374578,The Forsyte Saga
2469,62530,1603.6215058641378,Thud!
3185,126381,1603.5317729501944,Purple Hibiscus
5929,11553,1603.4420280981872,Boy's Life
3696,9300768,1603.330860435858,The Heroes
6108,23217,1603.1920709982446,Size 14 Is Not Fat Either
5186,659388,1603.0075739755553,Nobody's Fool
5079,43993,1602.6405569637316,The Quiet Game
5797,43255,1602.3746649353336,Not Without My Daughter
2451,64217,1601.985636996673,Pyramids
4542,13521459,1601.9690126138146,Red Country
7844,18668059,1601.7676447952815,The Obstacle Is the Way: The Timeless Art of Turning Adversity to Advantage
1352,13206900,1601.578303258631,Winter
905,6643090,1601.5676776469604,Major Pettigrew's Last Stand
7209,77995,1601.4903983592092,The Necklace and Other Short Stories
3313,823,1601.08683510274,Quicksilver
4857,129117,1600.684893949799,The Spellman Files
5830,262731,1600.6043063090426,The Definitive Book of Body Language
3533,12652457,1600.576348386402,The Broken Eye
787,23955,1600.4780753203895,Trainspotting
4891,7856305,1600.4311860644814,Cross Fire
1120,394535,1600.2745763117837,Blood Meridian: Or the Evening Redness in the West
789,6596,1600.263095699441,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book"
6134,317504,1600.2498047865272,"Mistress of the Empire (The Empire Trilogy, #3)"
1966,30659,1600.2399792863123,?? ??? ?????? 
4379,2199587,1600.2388867551044,Fractured
333,13596809,1600.2077859622273,Reflected in You
4652,14905,1600.1836695460734,
1278,13083,1600.0647064546001,Hoot
1763,2179276,1599.8058575787995,The Time Paradox
2108,34499,1599.7831910256357,Sourcery
3851,9761778,1599.5706764805664,Deity
2523,13529,1599.5344906006358,March
1098,57854,1599.3663568271768,??? [dào dé j?ng]
8478,125502,1599.2909785928546,What I Loved
5988,3697927,1599.2310172882744,Princess of the Midnight Ball
2596,10065,1598.993980685199,Wayside School is Falling Down
9596,9565574,1598.9231871358788,Grave Dance
2117,15704459,1598.9081224399674,Firefight
4430,14755,1598.7698518101927,The Guy Not Taken: Stories
5083,243598,1598.4619427156513,The Sheltering Sky
1767,34504,1598.4436121719489,Wyrd Sisters
5625,780581,1598.3560849808816,Bel-Ami
4954,228990,1598.3256805352805,The Illearth War
2186,76171,1598.283318899916,??
8703,42641,1598.203369046685,???????????
7262,121581,1598.0460770209615,The Past through Tomorrow
5673,7202841,1597.9656577593694, Crown of Shadows
4374,1031461,1597.9172410800556,Stone Soup
3049,9509287,1597.7266293380285,The Sixth Man
2577,5197,1597.6762394337925,A Lesson Before Dying
1775,11381643,1597.4631291493208,Playing for Keeps
9091,13620,1597.2505066465305,????? #6 (Desu N?to) K?kan (??)
4389,31100,1597.0183939003693,To Have and to Hold 
4793,182012,1596.804552388271,Indelible
564,68429,1596.5978690712045,
2153,9533378,1596.4827020391642,Hounded
3308,7779059,1596.392951227475,Side Jobs: Stories From The Dresden Files
1684,10915,1596.2519021739438,Salem Falls
9358,91017,1596.1703418508516,Rubicon: The Last Years of the Roman Republic
754,386372,1596.1575451654328,Mort
3531,18666047,1596.1194733935936,Half a King
2007,12983100,1596.0196984243714,World After
5598,13815,1595.9356843921416,"Servant of the Empire (The Empire Trilogy, #2)"
1345,944076,1595.8757745056334,Last Argument of Kings
2765,38333,1595.8733009428763,Black Hole
1519,164154,1595.8698844295784,A Canticle for Leibowitz
6118,79649,1595.732424952289,?????
3584,140963,1595.650942883555,O Pioneers!
904,8073,1595.6369082511023,Cloudy with a Chance of Meatballs
2033,33454,1595.531187639932,Bloodsucking Fiends
8566,13621,1595.4551827804855,????? #7 (Desu N?to) Zero (?)
3771,42986,1595.3880659690883,War and Remembrance
8044,12357,1595.3853091463768,Take the Cannoli: Stories from the New World
1342,34506,1595.2652354369368,The Light Fantastic
1571,25100,1595.241048953669,The Sandman: Dream Country
1289,12930,1595.2057290960934,Messenger 
2939,46601,1595.0416217962,"An Echo in the Darkness (Mark of the Lion, #2)"
8320,13617,1594.8354089413879,"????? #5 (Desu N?to) Hakushi (??,) "
3142,10222,1594.7764079019769,The Far Pavilions
2488,2442,1594.6618952829942,Witches Abroad
1141,816,1594.622972315973,Cryptonomicon
765,23754,1594.3276040504888,Preludes & Nocturnes
1545,7165300,1594.2183307998635,The Black Prism
8518,401876,1594.1742091678414,The House of God
1961,6587387,1594.1611891813332,Silver Borne
2551,9597,1593.872551253907,Player Piano
2936,25102,1593.6855344417565,The Sandman: A Game of You
8157,13614,1593.4030351595843,????? #8 (Desu N?to) Mato (?)
2623,30013,1593.2832339401814,Prelude to Foundation
1940,10112885,1593.0918678732764,Night Film
2352,25101,1593.0808188117876,The Sandman: Season of Mists
665,2744,1593.0693077176131,Anansi Boys
7905,166580,1592.8898389195467,The Sandman: The Dream Hunters
2957,24113,1592.861022506686,"Gödel, Escher, Bach: An Eternal Golden Braid"
1675,9593,1592.7902338804508,Galápagos
2225,17349,1592.7682946047719,The Demon-Haunted World: Science as a Candle in the Dark
2473,1303,1592.744838221041,The 48 Laws of Power
3741,792161,1592.7327250710127,War Horse
6880,17228280,1592.6728980310866,Better Off Friends
2171,4985,1592.5176289999802,Welcome to the Monkey House
7806,13616,1592.4658582114819,????? #4 (Desu N?to) Koigokoro (??)
3698,5296,1592.4611470474097,An Ideal Husband
4882,867650,1592.3398173024343,The Little Red Hen (Little Golden Book)
1088,34507,1592.2425215337444,Equal Rites
2246,193755,1592.1187145553754,Le Scaphandre et le Papillon
2968,4703581,1592.0732137480811,The City & The City
3702,11734,1591.9903526209755,The Human Stain
2440,6178648,1591.899604001467,Nothing to Envy: Ordinary Lives in North Korea
2448,6834410,1591.77346157001,The Imperfectionists
7661,57913,1591.763887532551,The Illuminatus! Trilogy
8305,40526,1591.6254074502615,Time and Again
1894,25099,1591.5860133243743,The Doll's House
4668,3474186,1591.4101330611793,Forever Princess
3022,4921,1591.4018090969016,Three Men in a Boat (To Say Nothing of the Dog)
8114,77298,1591.2540236896436,La tía Julia y el escribidor
2410,21484,1591.1990237956297,The Winds of War
396,343,1591.0952965858753,Das Parfum. Die Geschichte eines Mörders
1344,25574782,1590.9130061544422,Pretty Girls
7592,5986375,1590.9044269314709,This is Water
